identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:3244,https://gallery.multcolib.org/node/3244,Exhibition gallery,,An exhibition gallery at the Salem Art Center from around 1938-1942.; ||,1930-1939,"Salem, Oregon; Exhibitions; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3245,https://gallery.multcolib.org/node/3245,Salem Art Center entrance,,The entrance to the Salem Art Center from around 1938-1942.; ||,1930-1939,"Salem, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3246,https://gallery.multcolib.org/node/3246,Photography class,,A photography class at the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Photography; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3247,https://gallery.multcolib.org/node/3247,Sketch class,,A photograph of an outdoor sketch class at the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Drawing; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3248,https://gallery.multcolib.org/node/3248,Abstract glass mosaic,,An abstract glass mosaic designed by Alan Flavelle as part of the Oregon Art Project and photographed in 1940.; ||,1940-1949,Oregon; Mosaic glass; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3249,https://gallery.multcolib.org/node/3249,Dos limones glass mosaic,,A glass mosaic designed by Alan Flavell as part of the Oregon Art Project and photographed in 1940.; ||,1940-1949,Oregon; Mosaic glass; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3250,https://gallery.multcolib.org/node/3250,Two figures glass mosaic,,A glass mosaic designed by Alan Flavelle as part of the Oregon Art Project and photographed in 1940.; ||,1940-1949,Oregon; Mosaic glass; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3251,https://gallery.multcolib.org/node/3251,Covered wagon glass mosaic,,A glass mosaic of a covered wagon created by Howard Sewall as part of the Oregon Art Project and photographed in 1936.; ||,1930-1939,Oregon; Mosaic glass; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3252,https://gallery.multcolib.org/node/3252,Maine Fantasy glass opus sectile,,A section of a glass opus sectile titled Marine Fantasy designed by Virgina Darce as part of the Oregon Art Project. It was displayed at the Tongue Point Naval Air station and photographed in 1941.; ||,1940-1949,"Astoria, Oregon; Mosaic glass; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3253,https://gallery.multcolib.org/node/3253,Prelude Abstract hooked wall tapestry,,A hooked wall tapestry titled Prelude Abstract created by Franya Prudhomme as part of the Oregon Art Project and photographed in 1939.; ||,1930-1939,Oregon; Tapestry; Wall hangings; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3254,https://gallery.multcolib.org/node/3254,Andirons,,Metal andirons created by O.B. Dawson and crew as part of the Oregon Art Project. They were displayed at the University of Oregon Library and photographed in 1936.; ||,1930-1939,"Eugene, Oregon; Andirons; Fireplaces; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3255,https://gallery.multcolib.org/node/3255,Arch grille,,"A metal arch grille, at the University of Oregon Library, created by O.B. Dawson and crew as part of the Oregon Art Project. Photographed in 1936.; ||",1930-1939,"Eugene, Oregon; Arches; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3256,https://gallery.multcolib.org/node/3256,Front door grilles,,Metal grilles on the front doors of the Oregon State College Library. They were created by O.B. Dawson and crew as part of the Oregon Art Project and photographed in 1936.; ||,1930-1939,"Corvallis, Oregon; Metal doors; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3257,https://gallery.multcolib.org/node/3257,Ornamental iron work,,Ornamental iron work at Oregon State College created by O.B. Dawson and crew as part of the Oregon Art Project and photographed in 1936.; ||,1930-1939,"Corvallis, Oregon; Ironwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3258,https://gallery.multcolib.org/node/3258,Door knocker,,A metal door knocker at Timberline Lodge created by O.B. Dawson as part of the Oregon Art Project and photographed in 1937.; ||,1930-1939,"Timberline Lodge, Oregon; Door knockers; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3259,https://gallery.multcolib.org/node/3259,Hall memorial gates,,Hall memorial gates at the University of Oregon. The metal gates were created by O.B. Dawson and crew as part of the Oregon Art Project. Photographed in 1937.; ||,1930-1939,"Eugene, Oregon; Gates; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3260,https://gallery.multcolib.org/node/3260,Hall memorial gates,,Hall memorial gates at the University of Oregon. The metal gates were created by O.B. Dawson and crew as part of the Oregon Art Project.; ||,1930-1939,"Eugene, Oregon; Gates; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3261,https://gallery.multcolib.org/node/3261,Ticket window grille,,A metal ticket window grille at the University of Oregon. It was created as part of the Oregon Art Project and photographed in 1938.; ||,1930-1939,"Eugene, Oregon; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3262,https://gallery.multcolib.org/node/3262,Grande Ronde Valley Art Center,,The Grande Ronde Valley Art Center before reconstruction. Photographed around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Buildings--Repair and reconstruction; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3263,https://gallery.multcolib.org/node/3263,Sketch class,,A photograph of an outdoor sketch class at the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Drawing; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3264,https://gallery.multcolib.org/node/3264,Sketch class,,A photograph of an outdoor sketch class at the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Drawing; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3265,https://gallery.multcolib.org/node/3265,Grande Ronde Valley Art Center,,A photograph of the exterior of the Grande Ronde Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3266,https://gallery.multcolib.org/node/3266,Grande Ronde Valley Art Center,,A photograph of the entrance to the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3267,https://gallery.multcolib.org/node/3267,Grande Ronde Valley Art Center,,A photograph of the exterior of the Grande Ronde Valley Art Center from around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3268,https://gallery.multcolib.org/node/3268,Metal driveway gates,,Metal driveway gates at the University of Oregon. Created by O.B. Dawson and crew as part of the Oregon Art Project. Photographed in 1939.; ||,1930-1939,"Eugene, Oregon; Gates; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3269,https://gallery.multcolib.org/node/3269,Metal pedestrian gates,,Metal pedestrian gates at the University of Oregon. Created by O.B. Dawson and crew as part of the Oregon Art Project. Photographed in 1939.; ||,1930-1939,"Eugene, Oregon; Gates; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3270,https://gallery.multcolib.org/node/3270,Metal fire set,,"A metal fire set at the Governor's Mansion in Juneau, Alaska. It was created by Eduard Friske as part of the Oregon Art Project and photographed in 1942.; ||",1940-1949,"Juneau, Alaska; Tools; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3271,https://gallery.multcolib.org/node/3271,Metal fire set,,"A metal fire set at the Governor's Mansion in Juneau, Alaska. It was created by Eduard Friske as part of the Oregon Art Project and photographed in 1942.; ||",1940-1949,"Juneau, Alaska; Tools; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3272,https://gallery.multcolib.org/node/3272,Andirons,,Metal andirons for the Oregon State Highway Commission designed by Margaret Gallagher. Created as part of the Oregon Art Project and photographed in 1940.; ||,1940-1949,Oregon; Andirons; Metal-work; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3273,https://gallery.multcolib.org/node/3273,Metal match box,,"A metal match box designed by Thomas Laman and crafted by Henry Harth as part of Oregon Art Project. It was displayed at the Office of Secretary of Commerce in Washington, D.C.; ||",1930-1939,"Washington, D.C.; Matchboxes; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3274,https://gallery.multcolib.org/node/3274,Brass bowl,,A brass bowl created by Henry Harth as part of the Oregon Art Project. It was displayed at the Timberline Lodge and photographed in 1938.; ||,1930-1939,"Timberline Lodge, Oregon; Bowls (Tableware); Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3275,https://gallery.multcolib.org/node/3275,Brass serving tray,,A brass serving tray created by Henry Harth as part of the Oregon Art Project. Photographed in 1939.; ||,1930-1939,Oregon; Tableware; Metal-work; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3276,https://gallery.multcolib.org/node/3276,Metal cigarette canister,,"A metal cigarette canister designed by Thomas Laman and crafted by Henry Harth as part of the Oregon Art Project. It was displayed at the Office of Secretary of Commerce in Washington, D.C. and photographed in 1939.; ||",1930-1939,"Washington, D.C.; Cigarette cases; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3277,https://gallery.multcolib.org/node/3277,Timberline information sign,,A metal information sign at Timberline Lodge designed by Thomas Laman and crafted by Henry Harth. Created as part of the Oregon Art Project and photographed in 1940.; ||,1940-1949,"Timberline Lodge, Oregon; Signs and signboards; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3278,https://gallery.multcolib.org/node/3278,Andirons,,"Metal andirons created by Laman, Friske, and Harth as part of the Oregon Art Project. Displayed at the Office of Secretary of Commerce in Washington, D.C. and photographed in 1939.; ||",1930-1939,"Washington, D.C.; Andirons; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3279,https://gallery.multcolib.org/node/3279,Metal fire fork,,"A metal fire fork created by Laman, Friske and Harth as part of the Oregon Art Project. It was displayed at the Office of Secretary of Commerce in Washington, D.C. and photographed in 1939.; ||",1930-1939,"Washington, D.C.; Tools; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3280,https://gallery.multcolib.org/node/3280,Metal fire screen,,"A metal fire screen created by Laman, Friske, and Harth as part of the Oregon Art Project. It was displayed at the Office of Secretary of Commerce in Washington, D.C. and photographed in 1939.; ||",1930-1939,"Washington, D.C.; Screens; Metal-work; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3281,https://gallery.multcolib.org/node/3281,Children's painting class,,A group of children painting at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Painting; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3282,https://gallery.multcolib.org/node/3282,Children's painting class,,A group of children painting at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Painting; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3283,https://gallery.multcolib.org/node/3283,Art fair,,A large group of men at an art fair in the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Art fairs; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3284,https://gallery.multcolib.org/node/3284,Exhibition,,An art exhibition at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Exhibitions; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3285,https://gallery.multcolib.org/node/3285,Weaving,,A group of woman and children weaving at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Weaving; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3286,https://gallery.multcolib.org/node/3286,Weaving,,A group of women weaving at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Weaving; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3287,https://gallery.multcolib.org/node/3287,Exhibition,,"An art exhibition, from the children's painting class, at the Grande Ronde Valley Art Center around 1940-1942.; ||",1940-1949,"La Grande, Oregon; Arts and children; Exhibitions; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3288,https://gallery.multcolib.org/node/3288,Grande Ronde Valley Art Center,,A man stands inside the Grande Ronde Valley Art Center before it gets reconstructed around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3289,https://gallery.multcolib.org/node/3289,Exhibition,,An exhibition at the Grande Ronde Valley Art Center around 1940-1942.; ||,1940-1949,"La Grande, Oregon; Exhibitions; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3290,https://gallery.multcolib.org/node/3290,Local craftsman,,A photograph of a local craftsman at the Curry County Art Center around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Artisans; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3291,https://gallery.multcolib.org/node/3291,Exhibition,,An exhibition at the Curry County Art Center around 1940-1942.; ||,1930-1939,"Curry County, Oregon; Exhibitions; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3292,https://gallery.multcolib.org/node/3292,Theatricals,,"A photograph taken at the Curry County Art Center with the caption ""theatricals"", photographed around 1939-1942 as part of the Oregon Art Project.; ||",1930-1939,"Curry County, Oregon; Drama; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3293,https://gallery.multcolib.org/node/3293,Theatricals,,"A photograph taken at the Curry County Art Center with the caption ""theatricals"", photographed around 1939-1942 as part of the Oregon Art Project.; ||",1930-1939,"Curry County, Oregon; Drama; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3294,https://gallery.multcolib.org/node/3294,Theatricals,,"A photograph taken at the Curry County Art Center with the caption ""theatricals"", photographed around 1939-1942 as part of the Oregon Art Project.; ||",1930-1939,"Curry County, Oregon; Drama; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3295,https://gallery.multcolib.org/node/3295,Andirons,,"Andirons, designed in 1940 by Margery Hoffman Smith for the University of Oregon Medical School. The work was created as part of the Oregon Art Project.; ||",1940-1949,Oregon; Decorative cast-ironwork; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3296,https://gallery.multcolib.org/node/3296,Fire fork,,Designed in 1940 by Margery Hoffman Smith for the University of Oregon Medical School. Created as part of the Oregon Art Project.; ||,1940-1949,Oregon; Decorative cast-ironwork; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3297,https://gallery.multcolib.org/node/3297,Garden gates,,"Garden gates designed by Margery Hoffman Smith and executed by O.B. Dawson and Crew, on display in the WPA Exhibitions Building, New York World's Fair, 1939. Created as part of the Oregon Art Project.; ||",1930-1939,"New York, New York; Decorative cast-ironwork; Gates; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3298,https://gallery.multcolib.org/node/3298,Memorial tablet,,"Memorial tablet designed by Margery Hoffman Smith in 1940, in honor of Ferdinand A. Silcox. The tablet was placed in ski shelter at the upper end of the ski tow; it is now featured in the Silcox Hut above Timberline Lodge on Mount Hood, Oregon.; ||",1940-1949,"Timberline Lodge, Oregon; Timberline Lodge (Mount Hood, Or.); Sepulchral monuments; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3299,https://gallery.multcolib.org/node/3299,Ash stand,,"Ash stand at the Tongue Point Naval Air Station, designed by Charles Val Clear in 1941. Created as part of the Oregon Art Project.; ||",1940-1949,"Astoria, Oregon; Decorative cast-ironwork; Smoking stands (Ashtrays); ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3300,https://gallery.multcolib.org/node/3300,Ashtray,,Ashtray at the Tongue Point Naval Air Station designed by Charles Val Clear in 1941. Created as part of the Oregon Art Project.; ||,1940-1949,"Astoria, Oregon; Smoking stands (Ashtrays); ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3301,https://gallery.multcolib.org/node/3301,Floor lamp,,"Floor lamp designed by Charles Val Clear in 1941, located with the Oregon 29th Engineer Battalion. Created as part of the Oregon Art Project.; ||",1940-1949,Oregon; Decorative cast-ironwork; Lamps; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3302,https://gallery.multcolib.org/node/3302,Fire forks,,Fire forks created in 1940 for the Oregon State Highway Commission (Silver Creek Falls). Created as part of the Oregon Art Project; ||,1940-1949,"Silver Falls State Park, Oregon; Decorative cast-ironwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3303,https://gallery.multcolib.org/node/3303,Mess hall draperies,,Draperies in the mess hall at the Tongue Point Naval Air Station with a plane and rope design. Created by Howard Gibbs in 1941 as part of the Oregon art Project.; ||,1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3304,https://gallery.multcolib.org/node/3304,Bedroom draperies,,Bedroom draperies at the Tongue Point Naval Air Station with a constellation. Designed by Jack Price in 1941 as part of the Oregon Art Project.; ||,1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3305,https://gallery.multcolib.org/node/3305,Children painting,,A group of children painting at the Curry County Art Center. Photographed around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Arts and children; Painting; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3306,https://gallery.multcolib.org/node/3306,Curry County Art Center,,Cars parked outside the Curry County Art Center around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3307,https://gallery.multcolib.org/node/3307,Children in the Curry County Art Center,,A group of children photographed inside the Curry County Art Center around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Art centers; Arts and children; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3308,https://gallery.multcolib.org/node/3308,Curry County Art Center,,A photograph of people walking inside the Curry County Art Center around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3309,https://gallery.multcolib.org/node/3309,Theatricals,,"A photograph taken at the Curry County Art Center with the caption ""theatricals"", photographed around 1939-1942 as part of the Oregon Art Project.; ||",1930-1939,"Curry County, Oregon; Drama; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3310,https://gallery.multcolib.org/node/3310,Theatricals,,"A photograph taken at the Curry County Art Center with the caption ""theatricals"", photographed around 1939-1942 as part of the Oregon Art Project.; ||",1930-1939,"Curry County, Oregon; Drama; Theatrical makeup; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3311,https://gallery.multcolib.org/node/3311,Curry County Art Center,,The interior of the Curry County Art Center before reconstruction. Photographed around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Buildings--Repair and reconstruction; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
